city_region,graph_type,value_name,city_name,value
north_america,tab-planet,air_pollution,baltimore,12.5%
north_america,tab-planet,greenhouse_gas_emissions,baltimore,12.5%
north_america,tab-planet,waste_management,baltimore,9.3%
north_america,tab-planet,drinking_water_and_sanitation,baltimore,14.3%
europe,tab-planet,all,lisbon,62.9%
europe,tab-planet,environmental_risks,lisbon,7.6%
europe,tab-planet,energy,lisbon,12.8%
europe,tab-planet,green_space,lisbon,2.7%
europe,tab-planet,air_pollution,lisbon,12%
europe,tab-planet,greenhouse_gas_emissions,lisbon,8.7%
europe,tab-planet,waste_management,lisbon,4.8%
europe,tab-planet,drinking_water_and_sanitation,lisbon,14.2%
north_america,tab-planet,all,new_orleans,62.6%
north_america,tab-planet,environmental_risks,new_orleans,7.6%
north_america,tab-planet,energy,new_orleans,6.5%
north_america,tab-planet,green_space,new_orleans,7.3%
north_america,tab-planet,air_pollution,new_orleans,12.3%
north_america,tab-planet,greenhouse_gas_emissions,new_orleans,5.2%
north_america,tab-planet,waste_management,new_orleans,9.3%
north_america,tab-planet,drinking_water_and_sanitation,new_orleans,14.3%
north_america,tab-planet,all,boston,62.2%
north_america,tab-planet,environmental_risks,boston,7.6%
north_america,tab-planet,energy,boston,6.5%
north_america,tab-planet,green_space,boston,4.5%
north_america,tab-planet,air_pollution,boston,13.1%
north_america,tab-planet,greenhouse_gas_emissions,boston,4.9%
north_america,tab-planet,waste_management,boston,11.3%
north_america,tab-planet,drinking_water_and_sanitation,boston,14.3%
north_america,tab-planet,all,philadelphia,62%
north_america,tab-planet,environmental_risks,philadelphia,7.6%
north_america,tab-planet,energy,philadelphia,6.5%
north_america,tab-planet,green_space,philadelphia,3.4%
north_america,tab-planet,air_pollution,philadelphia,11.5%
north_america,tab-planet,greenhouse_gas_emissions,philadelphia,5.7%
north_america,tab-planet,waste_management,philadelphia,13%
north_america,tab-planet,drinking_water_and_sanitation,philadelphia,14.3%
north_america,tab-planet,all,miami,61.8%
north_america,tab-planet,environmental_risks,miami,7.6%
north_america,tab-planet,energy,miami,6.5%
north_america,tab-planet,green_space,miami,1.6%
north_america,tab-planet,air_pollution,miami,13.4%
north_america,tab-planet,greenhouse_gas_emissions,miami,7.3%
north_america,tab-planet,waste_management,miami,11.1%
north_america,tab-planet,drinking_water_and_sanitation,miami,14.3%
north_america,tab-planet,all,washington,61.5%
north_america,tab-planet,environmental_risks,washington,7.6%
north_america,tab-planet,energy,washington,6.5%
north_america,tab-planet,green_space,washington,5.4%
north_america,tab-planet,air_pollution,washington,12.6%
north_america,tab-planet,greenhouse_gas_emissions,washington,4.1%
north_america,tab-planet,waste_management,washington,11%
north_america,tab-planet,drinking_water_and_sanitation,washington,14.3%
australasia,tab-planet,all,melbourne,61.3%
australasia,tab-planet,environmental_risks,melbourne,3.2%
australasia,tab-planet,energy,melbourne,6.9%
australasia,tab-planet,green_space,melbourne,2.4%
australasia,tab-planet,air_pollution,melbourne,14.2%
australasia,tab-planet,greenhouse_gas_emissions,melbourne,10.6%
australasia,tab-planet,waste_management,melbourne,9.8%
australasia,tab-planet,drinking_water_and_sanitation,melbourne,14.3%
asia,tab-planet,all,tokyo,60.4%
asia,tab-planet,environmental_risks,tokyo,3.2%
asia,tab-planet,energy,tokyo,8.7%
asia,tab-planet,green_space,tokyo,1.6%
asia,tab-planet,air_pollution,tokyo,12.9%
asia,tab-planet,greenhouse_gas_emissions,tokyo,10.8%
asia,tab-planet,waste_management,tokyo,8.8%
asia,tab-planet,drinking_water_and_sanitation,tokyo,14.2%
asia,tab-planet,all,macau,60%
asia,tab-planet,environmental_risks,macau,12.1%
asia,tab-planet,energy,macau,5.9%
asia,tab-planet,green_space,macau,8%
asia,tab-planet,air_pollution,macau,9.9%
asia,tab-planet,greenhouse_gas_emissions,macau,10.8%
asia,tab-planet,waste_management,macau,3%
asia,tab-planet,drinking_water_and_sanitation,macau,10.3%
europe,tab-planet,all,athens,58.5%
europe,tab-planet,environmental_risks,athens,3.2%
europe,tab-planet,energy,athens,9.6%
europe,tab-planet,green_space,athens,1%
europe,tab-planet,air_pollution,athens,13.3%
europe,tab-planet,greenhouse_gas_emissions,athens,10%
europe,tab-planet,waste_management,athens,7.4%
europe,tab-planet,drinking_water_and_sanitation,athens,14.1%
north_america,tab-planet,all,san_francisco,58.4%
north_america,tab-planet,environmental_risks,san_francisco,0%
north_america,tab-planet,energy,san_francisco,6.5%
north_america,tab-planet,green_space,san_francisco,4.7%
north_america,tab-planet,air_pollution,san_francisco,13.1%
north_america,tab-planet,greenhouse_gas_emissions,san_francisco,5.6%
north_america,tab-planet,waste_management,san_francisco,14.2%
north_america,tab-planet,drinking_water_and_sanitation,san_francisco,14.3%
europe,tab-planet,all,warsaw,58.2%
europe,tab-planet,environmental_risks,warsaw,7.6%
europe,tab-planet,energy,warsaw,7.9%
europe,tab-planet,green_space,warsaw,4.7%
europe,tab-planet,air_pollution,warsaw,9.2%
europe,tab-planet,greenhouse_gas_emissions,warsaw,9.7%
europe,tab-planet,waste_management,warsaw,5.7%
europe,tab-planet,drinking_water_and_sanitation,warsaw,13.4%
middle_east,tab-planet,all,amman,58.2%
middle_east,tab-planet,environmental_risks,amman,9.9%
middle_east,tab-planet,energy,amman,6.4%
middle_east,tab-planet,green_space,amman,8.1%
middle_east,tab-planet,air_pollution,amman,4.2%
middle_east,tab-planet,greenhouse_gas_emissions,amman,12.5%
middle_east,tab-planet,waste_management,amman,4.4%
middle_east,tab-planet,drinking_water_and_sanitation,amman,12.8%
north_america,tab-planet,all,tampa,58.1%
north_america,tab-planet,environmental_risks,tampa,7.6%
north_america,tab-planet,energy,tampa,6.5%
north_america,tab-planet,green_space,tampa,1.7%
north_america,tab-planet,air_pollution,tampa,13.5%
north_america,tab-planet,greenhouse_gas_emissions,tampa,5.2%
north_america,tab-planet,waste_management,tampa,9.3%
north_america,tab-planet,drinking_water_and_sanitation,tampa,14.3%
latin_america,tab-planet,all,santiago,57.3%
latin_america,tab-planet,environmental_risks,santiago,5.4%
latin_america,tab-planet,energy,santiago,10.7%
latin_america,tab-planet,green_space,santiago,0.1%
latin_america,tab-planet,air_pollution,santiago,9.2%
latin_america,tab-planet,greenhouse_gas_emissions,santiago,11.8%
latin_america,tab-planet,waste_management,santiago,6.5%
latin_america,tab-planet,drinking_water_and_sanitation,santiago,13.6%
latin_america,tab-planet,all,mexico_city,57%
latin_america,tab-planet,environmental_risks,mexico_city,5.4%
latin_america,tab-planet,energy,mexico_city,9.2%
latin_america,tab-planet,green_space,mexico_city,4.6%
latin_america,tab-planet,air_pollution,mexico_city,9.5%
latin_america,tab-planet,greenhouse_gas_emissions,mexico_city,12.3%
latin_america,tab-planet,waste_management,mexico_city,3.8%
latin_america,tab-planet,drinking_water_and_sanitation,mexico_city,12%
north_america,tab-planet,all,dallas,56.2%
north_america,tab-planet,environmental_risks,dallas,3.2%
north_america,tab-planet,energy,dallas,6.5%
north_america,tab-planet,green_space,dallas,3.7%
north_america,tab-planet,air_pollution,dallas,12.5%
north_america,tab-planet,greenhouse_gas_emissions,dallas,5.4%
north_america,tab-planet,waste_management,dallas,10.6%
north_america,tab-planet,drinking_water_and_sanitation,dallas,14.3%
north_america,tab-planet,all,los_angeles,56.1%
north_america,tab-planet,environmental_risks,los_angeles,0%
north_america,tab-planet,energy,los_angeles,6.5%
north_america,tab-planet,green_space,los_angeles,2.1%
north_america,tab-planet,air_pollution,los_angeles,10.7%
north_america,tab-planet,greenhouse_gas_emissions,los_angeles,8.3%
north_america,tab-planet,waste_management,los_angeles,14.2%
north_america,tab-planet,drinking_water_and_sanitation,los_angeles,14.3%
north_america,tab-planet,all,indianapolis,56%
north_america,tab-planet,environmental_risks,indianapolis,7.6%
north_america,tab-planet,energy,indianapolis,6.5%
north_america,tab-planet,green_space,indianapolis,1.2%
north_america,tab-planet,air_pollution,indianapolis,11.8%
north_america,tab-planet,greenhouse_gas_emissions,indianapolis,5.2%
north_america,tab-planet,waste_management,indianapolis,9.3%
north_america,tab-planet,drinking_water_and_sanitation,indianapolis,14.3%
asia,tab-planet,all,bengaluru,55.2%
asia,tab-planet,environmental_risks,bengaluru,7.6%
asia,tab-planet,energy,bengaluru,7.6%
asia,tab-planet,green_space,bengaluru,11.6%
asia,tab-planet,air_pollution,bengaluru,4.8%
asia,tab-planet,greenhouse_gas_emissions,bengaluru,14.3%
asia,tab-planet,waste_management,bengaluru,3.9%
asia,tab-planet,drinking_water_and_sanitation,bengaluru,5.4%
latin_america,tab-planet,all,buenos_aires,54.1%
latin_america,tab-planet,environmental_risks,buenos_aires,3.2%
latin_america,tab-planet,energy,buenos_aires,8.4%
latin_america,tab-planet,green_space,buenos_aires,2.4%
latin_america,tab-planet,air_pollution,buenos_aires,11.5%
latin_america,tab-planet,greenhouse_gas_emissions,buenos_aires,14.1%
latin_america,tab-planet,waste_management,buenos_aires,0.9%
latin_america,tab-planet,drinking_water_and_sanitation,buenos_aires,13.6%
north_america,tab-planet,all,denver,54%
north_america,tab-planet,environmental_risks,denver,5.4%
north_america,tab-planet,energy,denver,6.5%
north_america,tab-planet,green_space,denver,0.7%
north_america,tab-planet,air_pollution,denver,13.3%
north_america,tab-planet,greenhouse_gas_emissions,denver,4.1%
north_america,tab-planet,waste_management,denver,9.6%
north_america,tab-planet,drinking_water_and_sanitation,denver,14.3%
north_america,tab-planet,all,detroit,53%
north_america,tab-planet,environmental_risks,detroit,7.6%
north_america,tab-planet,energy,detroit,6.5%
north_america,tab-planet,green_space,detroit,1.7%
north_america,tab-planet,air_pollution,detroit,12.4%
north_america,tab-planet,greenhouse_gas_emissions,detroit,1.1%
north_america,tab-planet,waste_management,detroit,9.3%
north_america,tab-planet,drinking_water_and_sanitation,detroit,14.3%
asia,tab-planet,all,shenzhen,53%
asia,tab-planet,environmental_risks,shenzhen,1%
asia,tab-planet,energy,shenzhen,5.9%
asia,tab-planet,green_space,shenzhen,12.7%
asia,tab-planet,air_pollution,shenzhen,9.2%
asia,tab-planet,greenhouse_gas_emissions,shenzhen,10.8%
asia,tab-planet,waste_management,shenzhen,3%
asia,tab-planet,drinking_water_and_sanitation,shenzhen,10.3%
north_america,tab-planet,all,chicago,53%
north_america,tab-planet,environmental_risks,chicago,7.6%
north_america,tab-planet,energy,chicago,6.5%
north_america,tab-planet,green_space,chicago,2.2%
north_america,tab-planet,air_pollution,chicago,12.2%
north_america,tab-planet,greenhouse_gas_emissions,chicago,0%
north_america,tab-planet,waste_management,chicago,10.1%
north_america,tab-planet,drinking_water_and_sanitation,chicago,14.3%
north_america,tab-planet,all,houston,52.7%
north_america,tab-planet,environmental_risks,houston,3.2%
north_america,tab-planet,energy,houston,6.5%
north_america,tab-planet,green_space,houston,3.9%
north_america,tab-planet,air_pollution,houston,14%
north_america,tab-planet,greenhouse_gas_emissions,houston,0%
north_america,tab-planet,waste_management,houston,10.7%
north_america,tab-planet,drinking_water_and_sanitation,houston,14.3%
asia,tab-planet,all,chennai,52.6%
asia,tab-planet,environmental_risks,chennai,5.4%
asia,tab-planet,energy,chennai,7.6%
asia,tab-planet,green_space,chennai,7.9%
asia,tab-planet,air_pollution,chennai,9.7%
asia,tab-planet,greenhouse_gas_emissions,chennai,13.5%
asia,tab-planet,waste_management,chennai,2.9%
asia,tab-planet,drinking_water_and_sanitation,chennai,5.6%
africa,tab-planet,all,cape_town,51.7%
africa,tab-planet,environmental_risks,cape_town,3.2%
africa,tab-planet,energy,cape_town,5.2%
africa,tab-planet,green_space,cape_town,8.1%
africa,tab-planet,air_pollution,cape_town,11.7%
africa,tab-planet,greenhouse_gas_emissions,cape_town,10.8%
africa,tab-planet,waste_management,cape_town,4.4%
africa,tab-planet,drinking_water_and_sanitation,cape_town,8.4%
asia,tab-planet,all,taipei,51.5%
asia,tab-planet,environmental_risks,taipei,7.6%
asia,tab-planet,energy,taipei,7.3%
asia,tab-planet,green_space,taipei,1.2%
asia,tab-planet,air_pollution,taipei,3.7%
asia,tab-planet,greenhouse_gas_emissions,taipei,11.3%
asia,tab-planet,waste_management,taipei,6.2%
asia,tab-planet,drinking_water_and_sanitation,taipei,14.1%
africa,tab-planet,all,johannesburg,51.2%
africa,tab-planet,environmental_risks,johannesburg,12.1%
africa,tab-planet,energy,johannesburg,5.2%
africa,tab-planet,green_space,johannesburg,14.3%
africa,tab-planet,air_pollution,johannesburg,3.5%
africa,tab-planet,greenhouse_gas_emissions,johannesburg,9.4%
africa,tab-planet,waste_management,johannesburg,4.4%
africa,tab-planet,drinking_water_and_sanitation,johannesburg,2.3%
north_america,tab-planet,all,pittsburgh,51.1%
north_america,tab-planet,environmental_risks,pittsburgh,5.4%
north_america,tab-planet,energy,pittsburgh,6.5%
north_america,tab-planet,green_space,pittsburgh,2.4%
north_america,tab-planet,air_pollution,pittsburgh,11.8%
north_america,tab-planet,greenhouse_gas_emissions,pittsburgh,0%
north_america,tab-planet,waste_management,pittsburgh,10.6%
north_america,tab-planet,drinking_water_and_sanitation,pittsburgh,14.3%
europe,tab-planet,all,istanbul,51.1%
europe,tab-planet,environmental_risks,istanbul,3.2%
europe,tab-planet,energy,istanbul,9.4%
europe,tab-planet,green_space,istanbul,0.4%
europe,tab-planet,air_pollution,istanbul,7.8%
europe,tab-planet,greenhouse_gas_emissions,istanbul,12.1%
europe,tab-planet,waste_management,istanbul,4.2%
europe,tab-planet,drinking_water_and_sanitation,istanbul,13.9%
asia,tab-planet,all,mumbai,50%
asia,tab-planet,environmental_risks,mumbai,7.6%
asia,tab-planet,energy,mumbai,7.6%
asia,tab-planet,green_space,mumbai,4.9%
asia,tab-planet,air_pollution,mumbai,4.8%
asia,tab-planet,greenhouse_gas_emissions,mumbai,13.9%
asia,tab-planet,waste_management,mumbai,5.7%
asia,tab-planet,drinking_water_and_sanitation,mumbai,5.4%
asia,tab-planet,all,hanoi,50%
asia,tab-planet,environmental_risks,hanoi,7.6%
asia,tab-planet,energy,hanoi,8.1%
asia,tab-planet,green_space,hanoi,0.4%
asia,tab-planet,air_pollution,hanoi,6.1%
asia,tab-planet,greenhouse_gas_emissions,hanoi,13.2%
asia,tab-planet,waste_management,hanoi,1.8%
asia,tab-planet,drinking_water_and_sanitation,hanoi,12.7%
asia,tab-planet,all,tianjin,49.8%
asia,tab-planet,environmental_risks,tianjin,7.6%
asia,tab-planet,energy,tianjin,5.9%
asia,tab-planet,green_space,tianjin,7%
asia,tab-planet,air_pollution,tianjin,5.1%
asia,tab-planet,greenhouse_gas_emissions,tianjin,10.8%
asia,tab-planet,waste_management,tianjin,3%
asia,tab-planet,drinking_water_and_sanitation,tianjin,10.3%
north_america,tab-planet,all,atlanta,49.5%
north_america,tab-planet,environmental_risks,atlanta,5.4%
north_america,tab-planet,energy,atlanta,6.5%
north_america,tab-planet,green_space,atlanta,1.1%
north_america,tab-planet,air_pollution,atlanta,12.1%
north_america,tab-planet,greenhouse_gas_emissions,atlanta,0%
north_america,tab-planet,waste_management,atlanta,10%
north_america,tab-planet,drinking_water_and_sanitation,atlanta,14.3%
asia,tab-planet,all,bangkok,47.1%
asia,tab-planet,environmental_risks,bangkok,5.4%
asia,tab-planet,energy,bangkok,5.5%
asia,tab-planet,green_space,bangkok,0.3%
asia,tab-planet,air_pollution,bangkok,10.6%
asia,tab-planet,greenhouse_gas_emissions,bangkok,12%
asia,tab-planet,waste_management,bangkok,2.2%
asia,tab-planet,drinking_water_and_sanitation,bangkok,11%
asia,tab-planet,all,guangzhou,46.7%
asia,tab-planet,environmental_risks,guangzhou,1%
asia,tab-planet,energy,guangzhou,5.9%
asia,tab-planet,green_space,guangzhou,9.6%
asia,tab-planet,air_pollution,guangzhou,8%
asia,tab-planet,greenhouse_gas_emissions,guangzhou,7.3%
asia,tab-planet,waste_management,guangzhou,6%
asia,tab-planet,drinking_water_and_sanitation,guangzhou,8.9%
middle_east,tab-planet,all,jeddah,45.8%
middle_east,tab-planet,environmental_risks,jeddah,12.1%
middle_east,tab-planet,energy,jeddah,1.8%
middle_east,tab-planet,green_space,jeddah,0.7%
middle_east,tab-planet,air_pollution,jeddah,8.7%
middle_east,tab-planet,greenhouse_gas_emissions,jeddah,4.6%
middle_east,tab-planet,waste_management,jeddah,5.3%
middle_east,tab-planet,drinking_water_and_sanitation,jeddah,12.6%
middle_east,tab-planet,all,riyadh,45.8%
middle_east,tab-planet,environmental_risks,riyadh,12.1%
middle_east,tab-planet,energy,riyadh,1.8%
middle_east,tab-planet,green_space,riyadh,0.7%
middle_east,tab-planet,air_pollution,riyadh,8.7%
middle_east,tab-planet,greenhouse_gas_emissions,riyadh,4.6%
middle_east,tab-planet,waste_management,riyadh,5.3%
middle_east,tab-planet,drinking_water_and_sanitation,riyadh,12.6%
africa,tab-planet,all,nairobi,45.7%
africa,tab-planet,environmental_risks,nairobi,12.1%
africa,tab-planet,energy,nairobi,12.9%
africa,tab-planet,green_space,nairobi,4.5%
africa,tab-planet,air_pollution,nairobi,0%
africa,tab-planet,greenhouse_gas_emissions,nairobi,14.3%
africa,tab-planet,waste_management,nairobi,0.3%
africa,tab-planet,drinking_water_and_sanitation,nairobi,1.5%
asia,tab-planet,all,kuala_lumpur,45.2%
asia,tab-planet,environmental_risks,kuala_lumpur,7.6%
asia,tab-planet,energy,kuala_lumpur,6.3%
asia,tab-planet,green_space,kuala_lumpur,1.3%
asia,tab-planet,air_pollution,kuala_lumpur,11.4%
asia,tab-planet,greenhouse_gas_emissions,kuala_lumpur,8.9%
asia,tab-planet,waste_management,kuala_lumpur,1%
asia,tab-planet,drinking_water_and_sanitation,kuala_lumpur,8.7%
asia,tab-planet,all,jakarta,44.7%
asia,tab-planet,environmental_risks,jakarta,5.4%
asia,tab-planet,energy,jakarta,7.5%
asia,tab-planet,green_space,jakarta,0.7%
asia,tab-planet,air_pollution,jakarta,10.4%
asia,tab-planet,greenhouse_gas_emissions,jakarta,13.7%
asia,tab-planet,waste_management,jakarta,1.2%
asia,tab-planet,drinking_water_and_sanitation,jakarta,5.7%
asia,tab-planet,all,manila,44.5%
asia,tab-planet,environmental_risks,manila,3.2%
asia,tab-planet,energy,manila,10.1%
asia,tab-planet,green_space,manila,2.2%
asia,tab-planet,air_pollution,manila,10.1%
asia,tab-planet,greenhouse_gas_emissions,manila,13.4%
asia,tab-planet,waste_management,manila,2%
asia,tab-planet,drinking_water_and_sanitation,manila,3.5%
europe,tab-planet,all,moscow,44.2%
europe,tab-planet,environmental_risks,moscow,5.4%
europe,tab-planet,energy,moscow,3.9%
europe,tab-planet,green_space,moscow,3%
europe,tab-planet,air_pollution,moscow,10.2%
europe,tab-planet,greenhouse_gas_emissions,moscow,11.8%
europe,tab-planet,waste_management,moscow,0.5%
europe,tab-planet,drinking_water_and_sanitation,moscow,9.4%
middle_east,tab-planet,all,muscat,44.2%
middle_east,tab-planet,environmental_risks,muscat,12.1%
middle_east,tab-planet,energy,muscat,2.9%
middle_east,tab-planet,green_space,muscat,5.4%
middle_east,tab-planet,air_pollution,muscat,8.1%
middle_east,tab-planet,greenhouse_gas_emissions,muscat,3.5%
middle_east,tab-planet,waste_management,muscat,1.1%
middle_east,tab-planet,drinking_water_and_sanitation,muscat,11.2%
middle_east,tab-planet,all,kuwait_city,43.9%
middle_east,tab-planet,environmental_risks,kuwait_city,12.1%
middle_east,tab-planet,energy,kuwait_city,2.2%
middle_east,tab-planet,green_space,kuwait_city,5.3%
middle_east,tab-planet,air_pollution,kuwait_city,4.8%
middle_east,tab-planet,greenhouse_gas_emissions,kuwait_city,0%
middle_east,tab-planet,waste_management,kuwait_city,5.8%
middle_east,tab-planet,drinking_water_and_sanitation,kuwait_city,13.7%
asia,tab-planet,all,new_delhi,43.2%
asia,tab-planet,environmental_risks,new_delhi,5.4%
asia,tab-planet,energy,new_delhi,7.6%
asia,tab-planet,green_space,new_delhi,6.1%
asia,tab-planet,air_pollution,new_delhi,0%
asia,tab-planet,greenhouse_gas_emissions,new_delhi,13.8%
asia,tab-planet,waste_management,new_delhi,4.8%
asia,tab-planet,drinking_water_and_sanitation,new_delhi,5.4%
asia,tab-planet,all,shanghai,42.8%
asia,tab-planet,environmental_risks,shanghai,7.6%
asia,tab-planet,energy,shanghai,5.9%
asia,tab-planet,green_space,shanghai,1.4%
asia,tab-planet,air_pollution,shanghai,6.9%
asia,tab-planet,greenhouse_gas_emissions,shanghai,6.9%
asia,tab-planet,waste_management,shanghai,6.3%
asia,tab-planet,drinking_water_and_sanitation,shanghai,7.7%
asia,tab-planet,all,chengdu,42.4%
asia,tab-planet,environmental_risks,chengdu,1%
asia,tab-planet,energy,chengdu,5.9%
asia,tab-planet,green_space,chengdu,6.9%
asia,tab-planet,air_pollution,chengdu,4.5%
asia,tab-planet,greenhouse_gas_emissions,chengdu,10.8%
asia,tab-planet,waste_management,chengdu,3%
asia,tab-planet,drinking_water_and_sanitation,chengdu,10.3%
africa,tab-planet,all,cairo,41.8%
africa,tab-planet,environmental_risks,cairo,5.4%
africa,tab-planet,energy,cairo,5%
africa,tab-planet,green_space,cairo,0.3%
africa,tab-planet,air_pollution,cairo,0%
africa,tab-planet,greenhouse_gas_emissions,cairo,13%
africa,tab-planet,waste_management,cairo,4.5%
africa,tab-planet,drinking_water_and_sanitation,cairo,13.7%
latin_america,tab-planet,all,lima,41.4%
latin_america,tab-planet,environmental_risks,lima,1%
latin_america,tab-planet,energy,lima,12.5%
latin_america,tab-planet,green_space,lima,0%
latin_america,tab-planet,air_pollution,lima,6.5%
latin_america,tab-planet,greenhouse_gas_emissions,lima,13.5%
latin_america,tab-planet,waste_management,lima,1.9%
latin_america,tab-planet,drinking_water_and_sanitation,lima,6%
middle_east,tab-planet,all,abu_dhabi,40.5%
middle_east,tab-planet,environmental_risks,abu_dhabi,14.3%
middle_east,tab-planet,energy,abu_dhabi,2.4%
middle_east,tab-planet,green_space,abu_dhabi,1.8%
middle_east,tab-planet,air_pollution,abu_dhabi,0.5%
middle_east,tab-planet,greenhouse_gas_emissions,abu_dhabi,3.4%
middle_east,tab-planet,waste_management,abu_dhabi,4.5%
middle_east,tab-planet,drinking_water_and_sanitation,abu_dhabi,13.7%
middle_east,tab-planet,all,dubai,38.9%
middle_east,tab-planet,environmental_risks,dubai,14.3%
middle_east,tab-planet,energy,dubai,2.4%
middle_east,tab-planet,green_space,dubai,0.2%
middle_east,tab-planet,air_pollution,dubai,0.5%
middle_east,tab-planet,greenhouse_gas_emissions,dubai,3.4%
middle_east,tab-planet,waste_management,dubai,4.5%
middle_east,tab-planet,drinking_water_and_sanitation,dubai,13.7%
asia,tab-planet,all,beijing,36%
asia,tab-planet,environmental_risks,beijing,3.2%
asia,tab-planet,energy,beijing,5.9%
asia,tab-planet,green_space,beijing,2.5%
asia,tab-planet,air_pollution,beijing,2.4%
asia,tab-planet,greenhouse_gas_emissions,beijing,8.1%
asia,tab-planet,waste_management,beijing,6.4%
asia,tab-planet,drinking_water_and_sanitation,beijing,7.3%
middle_east,tab-planet,all,doha,35.7%
middle_east,tab-planet,environmental_risks,doha,14.3%
middle_east,tab-planet,energy,doha,2.8%
middle_east,tab-planet,green_space,doha,1.3%
middle_east,tab-planet,air_pollution,doha,0%
middle_east,tab-planet,greenhouse_gas_emissions,doha,0%
middle_east,tab-planet,waste_management,doha,3.4%
middle_east,tab-planet,drinking_water_and_sanitation,doha,13.9%
asia,tab-planet,all,wuhan,35.5%
asia,tab-planet,environmental_risks,wuhan,1%
asia,tab-planet,energy,wuhan,5.9%
asia,tab-planet,green_space,wuhan,0.4%
asia,tab-planet,air_pollution,wuhan,3.8%
asia,tab-planet,greenhouse_gas_emissions,wuhan,10.6%
asia,tab-planet,waste_management,wuhan,7.1%
asia,tab-planet,drinking_water_and_sanitation,wuhan,6.6%
asia,tab-planet,all,kolkata,30.9%
asia,tab-planet,environmental_risks,kolkata,1%
asia,tab-planet,energy,kolkata,7.6%
asia,tab-planet,green_space,kolkata,0.9%
asia,tab-planet,air_pollution,kolkata,5.4%
asia,tab-planet,greenhouse_gas_emissions,kolkata,13.5%
asia,tab-planet,waste_management,kolkata,2.3%
asia,tab-planet,drinking_water_and_sanitation,kolkata,0.2%
asia,tab-profit,all,singapore,87.9%
asia,tab-profit,transport_infrastructure,singapore,11.7%
asia,tab-profit,economic_development,singapore,13.9%
asia,tab-profit,ease_of_doing_business,singapore,16.7%
asia,tab-profit,tourism,singapore,16.7%
asia,tab-profit,connectivity,singapore,14.6%
asia,tab-profit,employment,singapore,14.5%
asia,tab-profit,all,hong_kong,80.3%
asia,tab-profit,transport_infrastructure,hong_kong,11.5%
asia,tab-profit,economic_development,hong_kong,11.8%
asia,tab-profit,ease_of_doing_business,hong_kong,14.8%
asia,tab-profit,tourism,hong_kong,16.7%
asia,tab-profit,connectivity,hong_kong,15.9%
asia,tab-profit,employment,hong_kong,9.6%
uk,tab-profit,all,london,80.1%
uk,tab-profit,transport_infrastructure,london,10.6%
uk,tab-profit,economic_development,london,11.8%
uk,tab-profit,ease_of_doing_business,london,14.2%
uk,tab-profit,tourism,london,16.2%
uk,tab-profit,connectivity,london,14.8%
uk,tab-profit,employment,london,12.6%
middle_east,tab-profit,all,dubai,71.6%
middle_east,tab-profit,transport_infrastructure,dubai,10.2%
middle_east,tab-profit,economic_development,dubai,4.6%
middle_east,tab-profit,ease_of_doing_business,dubai,10.4%
middle_east,tab-profit,tourism,dubai,16.7%
middle_east,tab-profit,connectivity,dubai,16.1%
middle_east,tab-profit,employment,dubai,13.6%
europe,tab-profit,all,zurich,71.1%
europe,tab-profit,transport_infrastructure,zurich,14.8%
europe,tab-profit,economic_development,zurich,11.7%
europe,tab-profit,ease_of_doing_business,zurich,10.8%
europe,tab-profit,tourism,zurich,5.9%
europe,tab-profit,connectivity,zurich,13.1%
europe,tab-profit,employment,zurich,14.8%
uk,tab-profit,all,edinburgh,70.2%
uk,tab-profit,transport_infrastructure,edinburgh,5.3%
uk,tab-profit,economic_development,edinburgh,12%
uk,tab-profit,ease_of_doing_business,edinburgh,14.2%
uk,tab-profit,tourism,edinburgh,10.8%
uk,tab-profit,connectivity,edinburgh,11.3%
uk,tab-profit,employment,edinburgh,16.7%
europe,tab-profit,all,prague,69.3%
europe,tab-profit,transport_infrastructure,prague,8%
europe,tab-profit,economic_development,prague,9.5%
europe,tab-profit,ease_of_doing_business,prague,9.8%
europe,tab-profit,tourism,prague,16%
europe,tab-profit,connectivity,prague,12%
europe,tab-profit,employment,prague,14%
north_america,tab-profit,all,new_york,69.3%
north_america,tab-profit,transport_infrastructure,new_york,7.5%
north_america,tab-profit,economic_development,new_york,14.6%
north_america,tab-profit,ease_of_doing_business,new_york,14.5%
north_america,tab-profit,tourism,new_york,12.1%
north_america,tab-profit,connectivity,new_york,13.1%
north_america,tab-profit,employment,new_york,7.5%
europe,tab-profit,all,paris,68.6%
europe,tab-profit,transport_infrastructure,paris,8.2%
europe,tab-profit,economic_development,paris,11.8%
europe,tab-profit,ease_of_doing_business,paris,10.8%
europe,tab-profit,tourism,paris,16.2%
europe,tab-profit,connectivity,paris,12.1%
europe,tab-profit,employment,paris,9.6%
europe,tab-profit,all,stockholm,66.9%
europe,tab-profit,transport_infrastructure,stockholm,10.3%
europe,tab-profit,economic_development,stockholm,11.6%
europe,tab-profit,ease_of_doing_business,stockholm,13.8%
europe,tab-profit,tourism,stockholm,7.3%
europe,tab-profit,connectivity,stockholm,13%
europe,tab-profit,employment,stockholm,10.8%
europe,tab-profit,all,munich,66.4%
europe,tab-profit,transport_infrastructure,munich,12.1%
europe,tab-profit,economic_development,munich,11.6%
europe,tab-profit,ease_of_doing_business,munich,12.8%
europe,tab-profit,tourism,munich,5%
europe,tab-profit,connectivity,munich,12.3%
europe,tab-profit,employment,munich,12.7%
north_america,tab-profit,all,san_francisco,64.4%
